term,estimate,p.value,conf.low,conf.high,w_GAVI,w_GACI,w_VGVI
VSDI,0.980181311216922,0.955,0.47959885365445376,1.9987241029296903,0.1,0.8,0.6
CGEI,1.0380131310504734,0.186,0.9821731585011021,1.0971446733529993,0.1,0.8,0.6
age,0.9944327701800352,0.071,0.9884097815028297,1.0004820471289082,0.1,0.8,0.7000000000000001
AHEIScore,1.0011065289839458,0.642,0.9964484427464874,1.00578865577354,0.1,0.8,0.7000000000000001
householdIncome,1.0388310170497561,0.137,0.9879321131549212,1.092433768557805,0.1,0.8,0.7000000000000001
alcohol,1.0043531364653078,0.694,0.9828175152332304,1.02637233299938,0.1,0.8,0.7000000000000001
smoker_Yes,1.072125270819507,0.43,0.9019166532627104,1.274537033473952,0.1,0.8,0.7000000000000001
sex_Male,1.118423267367004,0.201,0.9420348943003036,1.327996111372297,0.1,0.8,0.7000000000000001
VSDI,0.9811781946615582,0.957,0.4801148913026252,2.0007066795749764,0.1,0.8,0.7000000000000001
CGEI,1.0345421833260666,0.217,0.9802598618014485,1.0919343898791247,0.1,0.8,0.7000000000000001
age,0.9944372030012658,0.072,0.9884145038788728,1.0004861988029816,0.1,0.8,0.8
AHEIScore,1.001100241073517,0.644,0.9964420713014397,1.0057824285019779,0.1,0.8,0.8
householdIncome,1.0389010266951701,0.137,0.9880013391373099,1.0925047744784302,0.1,0.8,0.8
alcohol,1.0043532817800016,0.694,0.9828184587555706,1.0263716165861496,0.1,0.8,0.8
smoker_Yes,1.0722567796715978,0.429,0.9020229561710941,1.2746999420166156,0.1,0.8,0.8
sex_Male,1.1186305424582494,0.201,0.942217023531517,1.3282323903170266,0.1,0.8,0.8
VSDI,0.9817492258636229,0.959,0.48040900718624874,2.001835375648162,0.1,0.8,0.8
CGEI,1.0313986931816637,0.248,0.9787037937117177,1.0870232233944364,0.1,0.8,0.8
age,0.9944412127175363,0.072,0.9884187586294583,1.0004899709356008,0.1,0.8,0.9
AHEIScore,1.0010935559157637,0.646,0.9964353641642448,1.0057757418906885,0.1,0.8,0.9
householdIncome,1.0389559936139396,0.136,0.9880557347103667,1.0925604679704943,0.1,0.8,0.9
alcohol,1.0043553304224433,0.694,0.9828211615142154,1.0263729654354143,0.1,0.8,0.9
smoker_Yes,1.072420809402569,0.428,0.9021581698855202,1.2748994616593219,0.1,0.8,0.9
sex_Male,1.1188226519231763,0.2,0.9423854906568676,1.3284518566239085,0.1,0.8,0.9
VSDI,0.9820370641085862,0.959,0.48055591412748466,2.0023966906421022,0.1,0.8,0.9
CGEI,1.0288744019558447,0.278,0.9772826778784057,1.0832728948164059,0.1,0.8,0.9
age,0.9944447660916862,0.072,0.9884225177611573,1.000493325044355,0.1,0.8,1
AHEIScore,1.0010869743489519,0.648,0.9964287985879151,1.0057691217325824,0.1,0.8,1
householdIncome,1.0389991905947424,0.136,0.9880985169114974,1.0926041929319041,0.1,0.8,1
alcohol,1.0043584054888535,0.694,0.9828247708554202,1.0263754735528372,0.1,0.8,1
smoker_Yes,1.0725958871561554,0.427,0.9023037470280829,1.275110659828405,0.1,0.8,1
sex_Male,1.118995968347556,0.199,0.9425372628623013,1.3286501571482878,0.1,0.8,1
VSDI,0.9821413490917236,0.959,0.4806076439467409,2.0025906966840417,0.1,0.8,1
CGEI,1.0266545077986247,0.307,0.9761297406508542,1.0798696149913136,0.1,0.8,1
age,0.9944297994587906,0.071,0.9884051888819728,1.0004806785891514,0.1,0.9,0.1
AHEIScore,1.0010385960836905,0.662,0.996384499003701,1.0057165537420587,0.1,0.9,0.1
householdIncome,1.0381472927394773,0.144,0.9872592122932292,1.0917362346000563,0.1,0.9,0.1
alcohol,1.0044984480343346,0.685,0.9829565398913609,1.0265248785756478,0.1,0.9,0.1
smoker_Yes,1.0754267441184695,0.409,0.904783251962342,1.2783497613671753,0.1,0.9,0.1
sex_Male,1.1184719532299319,0.201,0.9420525151582427,1.3280872271215178,0.1,0.9,0.1
VSDI,0.9634978909170272,0.917,0.470875985500791,1.9652986356407756,0.1,0.9,0.1
CGEI,1.0467505546704565,0.097,0.9918011558987017,1.1049380115051848,0.1,0.9,0.1
age,0.994422850245017,0.071,0.9883981760312321,1.0004737860825175,0.1,0.9,0.2
AHEIScore,1.0010700325160449,0.653,0.9964149321914921,1.0057490922031955,0.1,0.9,0.2
householdIncome,1.0382208738345924,0.144,0.9873306805170319,1.0918124313376958,0.1,0.9,0.2
alcohol,1.0044564326345884,0.688,0.9829148356877223,1.0264824016688605,0.1,0.9,0.2
smoker_Yes,1.0742420036458518,0.417,0.9037687995147192,1.2769616174494407,0.1,0.9,0.2
sex_Male,1.1180529622720703,0.203,0.9416913642463944,1.3275996575419533,0.1,0.9,0.2
VSDI,0.967519301654,0.926,0.4729813626888877,1.9734046598334636,0.1,0.9,0.2
CGEI,1.0476076636197627,0.096,0.9917731409782041,1.1067635989687588,0.1,0.9,0.2
age,0.9944196121962942,0.071,0.9883950637117028,1.0004704205500228,0.1,0.9,0.30000000000000004
AHEIScore,1.0010935312411953,0.646,0.9964374923068369,1.0057735988066396,0.1,0.9,0.30000000000000004
householdIncome,1.038330975756662,0.143,0.9874385417184391,1.0919253526720767,0.1,0.9,0.30000000000000004
alcohol,1.0044193569650497,0.69,0.9828785371386052,1.0264443732739996,0.1,0.9,0.30000000000000004
smoker_Yes,1.0732837638840167,0.423,0.9029442347694248,1.2758445523650164,0.1,0.9,0.30000000000000004
sex_Male,1.117825652772843,0.204,0.9414979286039636,1.3273316206816381,0.1,0.9,0.30000000000000004
VSDI,0.9714542690899597,0.935,0.4750407620954877,1.981309595774806,0.1,0.9,0.30000000000000004
CGEI,1.047801316419458,0.104,0.9905365075219058,1.1085418879249838,0.1,0.9,0.30000000000000004
age,0.9944196346068327,0.071,0.9883953473986978,1.000470184399529,0.1,0.9,0.4
AHEIScore,1.001107958013278,0.642,0.9964511464898195,1.005788836847689,0.1,0.9,0.4
householdIncome,1.0384554482349648,0.141,0.9875609255758191,1.0920524775025056,0.1,0.9,0.4
alcohol,1.004390825414459,0.692,0.982851058835847,1.026414615024359,0.1,0.9,0.4
smoker_Yes,1.0726201485371787,0.427,0.902369312287568,1.2750763835677983,0.1,0.9,0.4
sex_Male,1.1177741170870774,0.204,0.9414575671103571,1.3272659125921265,0.1,0.9,0.4
VSDI,0.9748275068256169,0.943,0.47680396931462926,1.988070629416544,0.1,0.9,0.4
CGEI,1.0465506620817715,0.118,0.9885640826963499,1.1080914858297295,0.1,0.9,0.4
age,0.9944219122708743,0.071,0.988397955560495,1.0004721373322356,0.1,0.9,0.5
AHEIScore,1.0011145287597196,0.64,0.9964571435052955,1.0057959952306923,0.1,0.9,0.5
householdIncome,1.0385764778264268,0.14,0.9876801724867224,1.0921757822950118,0.1,0.9,0.5
alcohol,1.0043713492742945,0.693,0.9828327241820186,1.0263938442299085,0.1,0.9,0.5
smoker_Yes,1.0722325832830741,0.429,0.9020296340840288,1.2746332383230765,0.1,0.9,0.5
sex_Male,1.117849848975342,0.203,0.9415275161781579,1.3273474312921563,0.1,0.9,0.5
VSDI,0.977443104866675,0.949,0.47816866679413184,1.9933035169235709,0.1,0.9,0.5
CGEI,1.0440223379690345,0.138,0.98633071706475,1.1052286275061909,0.1,0.9,0.5
age,0.9944254362545448,0.071,0.9884018258102901,1.0004753224108012,0.1,0.9,0.6
AHEIScore,1.0011154128852942,0.639,0.9964576362311367,1.0057972676792977,0.1,0.9,0.6
householdIncome,1.0386841582280395,0.139,0.9877864176323096,1.0922852995094727,0.1,0.9,0.6
alcohol,1.0043595361704054,0.694,0.9828220096296713,1.026380806845009,0.1,0.9,0.6
smoker_Yes,1.0720592572268128,0.43,0.9018733810276319,1.2744411387728911,0.1,0.9,0.6
sex_Male,1.1180008458088186,0.203,0.941662287035661,1.3275166023957015,0.1,0.9,0.6
VSDI,0.9793247213055286,0.953,0.47914826139826105,1.9970606778791826,0.1,0.9,0.6
CGEI,1.040908468547745,0.161,0.9841402093869513,1.101078840589705,0.1,0.9,0.6
age,0.9944294586297868,0.071,0.9884061774565789,1.0004790233646603,0.1,0.9,0.7000000000000001
AHEIScore,1.0011126909602825,0.64,0.9964546677992595,1.0057947789690254,0.1,0.9,0.7000000000000001
householdIncome,1.038775123154803,0.138,0.9878762692693838,1.0923776917366834,0.1,0.9,0.7000000000000001
alcohol,1.004353411497313,0.694,0.982816872471694,1.0263735960402627,0.1,0.9,0.7000000000000001
smoker_Yes,1.0720327875977018,0.43,0.9018434748084919,1.274420265089667,0.1,0.9,0.7000000000000001
sex_Male,1.1181868693123322,0.202,0.9418268487217134,1.3277270948900837,0.1,0.9,0.7000000000000001
VSDI,0.9806006073655086,0.956,0.4798108298887864,1.999601709993205,0.1,0.9,0.7000000000000001
CGEI,1.0376799071108387,0.188,0.9821659195343558,1.0964469509565395,0.1,0.9,0.7000000000000001
age,0.9944335184299808,0.071,0.9884105340392553,1.000482794035065,0.1,0.9,0.8
AHEIScore,1.0011079410708004,0.642,0.9964497771789663,1.0057901511467402,0.1,0.9,0.8
householdIncome,1.0388498017775978,0.137,0.9879501039347036,1.0924534541329185,0.1,0.9,0.8
alcohol,1.0043511728397683,0.695,0.9828154876255294,1.026370428274619,0.1,0.9,0.8
smoker_Yes,1.0720980870689778,0.43,0.9018929978256042,1.2745057204270513,0.1,0.9,0.8
sex_Male,1.1183820329696006,0.201,0.9419987626759925,1.3279489652220535,0.1,0.9,0.8
VSDI,0.981419493287755,0.958,0.4802347777875562,2.0012260172291514,0.1,0.9,0.8
CGEI,1.0345993082794662,0.215,0.9804738173752044,1.0918166003945187,0.1,0.9,0.8
age,0.9944373708125189,0.072,0.9884146461592924,1.0004863937818655,0.1,0.9,0.9
AHEIScore,1.0011022170409372,0.643,0.9964439856499032,1.0057844736844135,0.1,0.9,0.9
householdIncome,1.0389102563618824,0.137,0.9880099275676605,1.0925147205810184,0.1,0.9,0.9
alcohol,1.0043514383867822,0.695,0.9828164760339964,1.0263699143297516,0.1,0.9,0.9
smoker_Yes,1.0722159888440574,0.429,0.9019884492923158,1.2746515640851517,0.1,0.9,0.9
sex_Male,1.1185717808822315,0.201,0.9421654782054101,1.328165282776922,0.1,0.9,0.9
VSDI,0.9819111870170999,0.959,0.48048826157595026,2.0021945113865263,0.1,0.9,0.9
CGEI,1.0317860151220368,0.242,0.9790656947712802,1.087438799701252,0.1,0.9,0.9
age,0.9944409072955233,0.072,0.9884184065224946,1.0004897127954404,0.1,0.9,1
AHEIScore,1.0010961673848884,0.645,0.9964379174010474,1.0057784212639849,0.1,0.9,1
householdIncome,1.038958950163578,0.136,0.9880581537642037,1.0925640176968001,0.1,0.9,1
alcohol,1.0043532392310681,0.694,0.9828188828239824,1.0263710669795423,0.1,0.9,1
smoker_Yes,1.0723607894267906,0.428,0.9021077531228732,1.2748277749047463,0.1,0.9,1
sex_Male,1.1187489808300108,0.2,0.9423208974167898,1.3283676787282157,0.1,0.9,1
VSDI,0.982175917970834,0.96,0.480623748639541,2.002708533283465,0.1,0.9,1
CGEI,1.0294945235063577,0.269,0.9777526564119816,1.0840597267373393,0.1,0.9,1
age,0.9944321728265757,0.071,0.9884075472412946,1.0004830729959735,0.1,1,0.1
AHEIScore,1.0010352608980693,0.663,0.9963812276764612,1.0057131462645699,0.1,1,0.1
householdIncome,1.0381613961375418,0.144,0.9872728124516211,1.091750870290616,0.1,1,0.1
alcohol,1.0045032112204324,0.685,0.9829611111882209,1.0265298569705095,0.1,1,0.1
smoker_Yes,1.075601956632136,0.408,0.9049314682130257,1.278557628018259,0.1,1,0.1
sex_Male,1.1184719202646123,0.201,0.9420516314036054,1.328088397675422,0.1,1,0.1
VSDI,0.963099391055034,0.916,0.47066355890065315,1.9645254304355797,0.1,1,0.1
CGEI,1.0466346839062184,0.095,0.992122393172494,1.1043389836418849,0.1,1,0.1
age,0.9944252678111893,0.071,0.9884005531788433,1.0004762498315085,0.1,1,0.2
AHEIScore,1.001064762259751,0.654,0.9964098239518806,1.0057436463235143,0.1,1,0.2
householdIncome,1.0382198817271697,0.144,0.9873293838978477,1.091811709959321,0.1,1,0.2
alcohol,1.0044648527352968,0.687,0.9829229426975774,1.0264911792306515,0.1,1,0.2
smoker_Yes,1.0745033093275147,0.415,0.9039917336915873,1.2772689548327407,0.1,1,0.2
sex_Male,1.1180629715312755,0.203,0.9416986272265585,1.3276132338260602,0.1,1,0.2
VSDI,0.9666988315752613,0.924,0.47254706826556514,1.971789965017277,0.1,1,0.2
CGEI,1.0478409810178002,0.093,0.9922620055161653,1.106716806427181,0.1,1,0.2
age,0.9944213059062164,0.071,0.9883966627944537,1.0004722132310766,0.1,1,0.30000000000000004
AHEIScore,1.0010883056505957,0.647,0.9964324918052073,1.0057681359125537,0.1,1,0.30000000000000004
householdIncome,1.0383110817153036,0.143,0.9874185433522998,1.0919054659319776,0.1,1,0.30000000000000004
alcohol,1.0044295335386093,0.689,0.9828882270118278,1.0264551010750051,0.1,1,0.30000000000000004
smoker_Yes,1.0735647427297437,0.421,0.9031856125808189,1.2761726958967077,0.1,1,0.30000000000000004
sex_Male,1.1178093712599722,0.204,0.9414817271207983,1.3273157386813577,0.1,1,0.30000000000000004
VSDI,0.9703359331673053,0.932,0.4744504320506387,1.9791040139740532,0.1,1,0.30000000000000004
CGEI,1.04809184876028,0.098,0.9914512579643271,1.1081387319864653,0.1,1,0.30000000000000004
age,0.9944201671044883,0.071,0.9883957231800083,1.0004708758643008,0.1,1,0.4
AHEIScore,1.0011044500620856,0.643,0.996447877291783,1.005785084233437,0.1,1,0.4
householdIncome,1.0384191938614744,0.142,0.9875247088296006,1.0920160455740713,0.1,1,0.4
alcohol,1.004400565412639,0.691,0.9828601460066513,1.0264250853259467,0.1,1,0.4
smoker_Yes,1.072857616687937,0.425,0.9025751008754573,1.2753512041433388,0.1,1,0.4
sex_Male,1.1177094031472525,0.204,0.9413988318511933,1.3271947864029914,0.1,1,0.4
VSDI,0.9736122769875961,0.94,0.4761636916689635,1.9856759914104443,0.1,1,0.4
CGEI,1.0475965011338106,0.108,0.9898490457123932,1.1088724380100703,0.1,1,0.4
age,0.9944212281720493,0.071,0.9883970625848305,1.000471662174192,0.1,1,0.5
AHEIScore,1.0011135678146803,0.64,0.9964563943700985,1.0057948248805657,0.1,1,0.5
householdIncome,1.0385296428455906,0.141,0.987633443446438,1.0921286843108597,0.1,1,0.5
alcohol,1.004379104686579,0.693,0.9828397083209607,1.0264024524587847,0.1,1,0.5
smoker_Yes,1.0723892658991383,0.428,0.9021675969163884,1.2748115110037883,0.1,1,0.5
sex_Male,1.1177327004462054,0.204,0.9414230176429088,1.3272160943700635,0.1,1,0.5
VSDI,0.9763078638104691,0.946,0.4775713859255735,1.9910723734173557,0.1,1,0.5
CGEI,1.0457808156962303,0.124,0.98789505793714,1.1072063973839599,0.1,1,0.5
age,0.9944237235126879,0.071,0.9883998698943396,1.000473851027872,0.1,1,0.6
AHEIScore,1.0011170630694968,0.639,0.9964594486893829,1.0057987660353738,0.1,1,0.6
householdIncome,1.0386326219467004,0.139,0.9877349955341073,1.092233495419188,0.1,1,0.6
alcohol,1.0043646366736811,0.694,0.9828262788478946,1.0263868171331907,0.1,1,0.6
smoker_Yes,1.0721250007083,0.43,0.9019343626110645,1.2745116156206084,0.1,1,0.6
sex_Male,1.1178393743148782,0.203,0.9415192876242345,1.3273341121055782,0.1,1,0.6
VSDI,0.9783759701258556,0.951,0.47864957210231085,1.9952048292397144,0.1,1,0.6
CGEI,1.043206083676124,0.143,0.9858522443396797,1.1040330049734017,0.1,1,0.6
age,0.9944269903755959,0.071,0.9884034493987008,1.000476811688016,0.1,1,0.7000000000000001
AHEIScore,1.0011165807282956,0.639,0.9964586635161543,1.0057985798579674,0.1,1,0.7000000000000001
householdIncome,1.0387233123013393,0.139,0.9878245431379598,1.0923256583302121,0.1,1,0.7000000000000001
alcohol,1.0043558415266147,0.694,0.982818460942011,1.0263769388126396,0.1,1,0.7000000000000001
smoker_Yes,1.0720149408461301,0.43,0.9018333408614845,1.2743921565306373,0.1,1,0.7000000000000001
sex_Male,1.1179937016473944,0.203,0.941656458849853,1.3275078235387354,0.1,1,0.7000000000000001
VSDI,0.9798783869286477,0.954,0.47943132225981416,1.9982003449550074,0.1,1,0.7000000000000001
CGEI,1.0403173811524549,0.165,0.9839063668645268,1.1000876350222275,0.1,1,0.7000000000000001
age,0.9944305550234662,0.071,0.9884073079075326,1.0004800891775787,0.1,1,0.8
AHEIScore,1.0011135517781082,0.64,0.9964554404657437,1.0057957312624373,0.1,1,0.8
householdIncome,1.0388004596901552,0.138,0.9879007988697462,1.092403958471905,0.1,1,0.8
alcohol,1.0043512598720337,0.695,0.9828147572815382,1.0263713947016424,0.1,1,0.8
smoker_Yes,1.0720115847106075,0.43,0.9018242151295052,1.2743969758671083,0.1,1,0.8
sex_Male,1.1181694155957642,0.202,0.9418116933401035,1.327706943186171,0.1,1,0.8
VSDI,0.9809205182748391,0.957,0.4799723753177073,2.0002719125172237,0.1,1,0.8
CGEI,1.037407221111993,0.189,0.9821574425611146,1.0958790186755865,0.1,1,0.8
age,0.9944341209383641,0.071,0.988411139784709,1.0004833956602428,0.1,1,0.9
AHEIScore,1.0011090476431954,0.641,0.9964508228801402,1.0057913230084041,0.1,1,0.9
householdIncome,1.0388647954963401,0.137,0.9879644508973744,1.0924691813058722,0.1,1,0.9
alcohol,1.004349625383364,0.695,0.9828138900858436,1.02636892685881,0.1,1,0.9
smoker_Yes,1.0720770130357626,0.43,0.9018746623006006,1.2744814405898595,0.1,1,0.9
sex_Male,1.1183495561563392,0.202,0.9419703041302724,1.3279118333574127,0.1,1,0.9
VSDI,0.9816106366314751,0.958,0.4803297184383183,2.0016375173084873,0.1,1,0.9
CGEI,1.0346406249997144,0.213,0.9806415452537175,1.09171697930401,0.1,1,0.9
age,0.9944375229922119,0.072,0.9884147773210844,1.0004865683510622,0.1,1,1
AHEIScore,1.001103800834019,0.643,0.9964455201065946,1.0057861129138321,0.1,1,1
householdIncome,1.0389179041103953,0.137,0.9880170413700569,1.0925229647857093,0.1,1,1
alcohol,1.0043499612724422,0.695,0.9828148860872318,1.0263685515492502,0.1,1,1
smoker_Yes,1.0721837691070162,0.429,0.9019611917081818,1.274613353620172,0.1,1,1
sex_Male,1.118524270096591,0.201,0.9421238017091027,1.3281110244410594,0.1,1,1
VSDI,0.9820417130377362,0.959,0.4805521273562127,2.002484081469584,0.1,1,1
CGEI,1.0320955452140823,0.238,0.9793565888163459,1.0877690478549704,0.1,1,1
age,0.9945030604561843,0.075,0.9884798748424182,1.0005526791675812,0.2,0.1,0.1
AHEIScore,1.0009435701223235,0.692,0.9962904843561091,1.0056201208230706,0.2,0.1,0.1
householdIncome,1.0392841161303497,0.133,0.9883464826308224,1.0929298021182408,0.2,0.1,0.1
alcohol,1.0044998233598517,0.685,0.9829706253631877,1.0265126135598062,0.2,0.1,0.1
smoker_Yes,1.077622728527135,0.397,0.9065570069592663,1.2810723565403854,0.2,0.1,0.1
sex_Male,1.1214388838288556,0.19,0.9446786660520691,1.3314422138015487,0.2,0.1,0.1
VSDI,0.9720425910124945,0.936,0.4756631014518308,1.9807952014507904,0.2,0.1,0.1
CGEI,0.9960866062058689,0.883,0.945452707537093,1.0494223761100467,0.2,0.1,0.1
age,0.9944903920125638,0.074,0.9884682598709964,1.0005389201577723,0.2,0.1,0.2
AHEIScore,1.0009551249180453,0.688,0.9963007825757079,1.0056329789440408,0.2,0.1,0.2
householdIncome,1.039145072866648,0.134,0.9882361709781771,1.0927588851316228,0.2,0.1,0.2
alcohol,1.004489240756816,0.685,0.982959738896704,1.026502315393581,0.2,0.1,0.2
smoker_Yes,1.0770211160381906,0.4,0.9060360371450663,1.2803756172628589,0.2,0.1,0.2
sex_Male,1.121411089956377,0.191,0.944650986720377,1.331415143949072,0.2,0.1,0.2
VSDI,0.9724245437020463,0.937,0.47579181883160065,1.9817888305733111,0.2,0.1,0.2
CGEI,0.9996856086512265,0.99,0.9532523315595722,1.0483802476784827,0.2,0.1,0.2
age,0.994485884742782,0.074,0.9884642332351911,1.000533918878512,0.2,0.1,0.30000000000000004
AHEIScore,1.0009626337692201,0.686,0.9963076839965899,1.0056411254163098,0.2,0.1,0.30000000000000004
householdIncome,1.0391147120365616,0.135,0.9882145453075284,1.0927188912087782,0.2,0.1,0.30000000000000004
alcohol,1.0044809037659428,0.686,0.9829512035593703,1.0264941561005758,0.2,0.1,0.30000000000000004
smoker_Yes,1.076696824617268,0.402,0.9057605691017063,1.2799924841195225,0.2,0.1,0.30000000000000004
sex_Male,1.121340006608376,0.191,0.9445866636964697,1.3313367489237249,0.2,0.1,0.30000000000000004
VSDI,0.9730420778761039,0.939,0.47605897021374455,1.9832359890414557,0.2,0.1,0.30000000000000004
CGEI,1.0012727178200826,0.955,0.9576926717981966,1.0468387861075563,0.2,0.1,0.30000000000000004
age,0.9944839393208127,0.074,0.9884625445142411,1.00053171090309,0.2,0.1,0.4
AHEIScore,1.0009674582491337,0.684,0.9963121713777165,1.00564630635097,0.2,0.1,0.4
householdIncome,1.0391105056756953,0.135,0.9882134177916352,1.0927113193053992,0.2,0.1,0.4
alcohol,1.0044751754062389,0.686,0.9829453475402976,1.026488540170988,0.2,0.1,0.4
smoker_Yes,1.0765054878047675,0.403,0.9055996799209902,1.2797641103531827,0.2,0.1,0.4
sex_Male,1.1212808133417314,0.191,0.9445335206471687,1.3312708715570265,0.2,0.1,0.4
VSDI,0.9735332487210099,0.94,0.47627749258796775,1.984370877800595,0.2,0.1,0.4
CGEI,1.0021001253211956,0.923,0.9604338771779405,1.0455784207053256,0.2,0.1,0.4
age,0.9944829753350137,0.074,0.9884617354720414,1.0005305890319822,0.2,0.1,0.5
AHEIScore,1.0009707415972056,0.683,0.9963152454103475,1.0056498121704363,0.2,0.1,0.5
householdIncome,1.039113436513477,0.134,0.9882174845858063,1.0927130287190872,0.2,0.1,0.5
alcohol,1.0044711363929213,0.687,0.9829412216312855,1.0264845769710498,0.2,0.1,0.5
smoker_Yes,1.0763817197612735,0.404,0.9054962826012785,1.2796154299263771,0.2,0.1,0.5
sex_Male,1.1212354113898484,0.191,0.9444928826562572,1.331220168354027,0.2,0.1,0.5
VSDI,0.973903330399475,0.941,0.4764439817263993,1.9852211094156933,0.2,0.1,0.5
CGEI,1.0025902482042912,0.902,0.9622696809565363,1.0446056309001133,0.2,0.1,0.5
age,0.9944824503229994,0.074,0.9884613125208179,1.00052996033168,0.2,0.1,0.6
AHEIScore,1.0009730987480254,0.683,0.9963174616078849,1.0056523197106968,0.2,0.1,0.6
householdIncome,1.0391182286446798,0.134,0.9882226470554774,1.0927174399742332,0.2,0.1,0.6
alcohol,1.004468171640294,0.687,0.9829381945189299,1.026481666297118,0.2,0.1,0.6
smoker_Yes,1.0762958575252701,0.405,0.905424881541399,1.2795118196028377,0.2,0.1,0.6
sex_Male,1.1212004437089087,0.191,0.9444616350279768,1.3311810457574698,0.2,0.1,0.6
VSDI,0.9741856528086077,0.941,0.47657175870703067,1.9858677032965,0.2,0.1,0.6
CGEI,1.0029082058458518,0.887,0.9635778971927724,1.0438497306965724,0.2,0.1,0.6
age,0.9944821450240505,0.074,0.9884610788670319,1.0005295824240428,0.2,0.1,0.7000000000000001
AHEIScore,1.0009748653562645,0.682,0.9963191274908614,1.0056541941113433,0.2,0.1,0.7000000000000001
householdIncome,1.0391232391149876,0.134,0.9882277000668442,1.0927224268184144,0.2,0.1,0.7000000000000001
alcohol,1.0044659153284228,0.687,0.9829358914965831,1.0264794503209105,0.2,0.1,0.7000000000000001
smoker_Yes,1.0762330860484706,0.405,0.9053728619589596,1.2794358189115416,0.2,0.1,0.7000000000000001
sex_Male,1.1211729844137097,0.191,0.9444371221285189,1.3311502882119999,0.2,0.1,0.7000000000000001
VSDI,0.9744060344591092,0.942,0.47667188231548274,1.9863714427839814,0.2,0.1,0.7000000000000001
CGEI,1.0031285898802818,0.876,0.9645547998197094,1.0432512462004782,0.2,0.1,0.7000000000000001
age,0.9944819592222878,0.074,0.9884609458245427,1.0005293432641051,0.2,0.1,0.8
AHEIScore,1.000976235364029,0.682,0.9963204222248154,1.0056556448704477,0.2,0.1,0.8
householdIncome,1.0391279446959147,0.134,0.9882323028185044,1.0927272653872606,0.2,0.1,0.8
alcohol,1.0044641457361805,0.687,0.9829340857017856,1.0264777118915056,0.2,0.1,0.8
smoker_Yes,1.076185319377962,0.405,0.905333383480894,1.2793778348788645,0.2,0.1,0.8
sex_Male,1.1211509663575847,0.191,0.9444174805036535,1.3311256058709384,0.2,0.1,0.8
VSDI,0.9745820238736528,0.942,0.47675204833512036,1.9867731650449978,0.2,0.1,0.8
CGEI,1.0032891387367084,0.868,0.9653110194024126,1.0427679515390986,0.2,0.1,0.8
age,0.9944818426348068,0.074,0.9884608695553283,1.0005291859728236,0.2,0.1,0.9
AHEIScore,1.0009773273043447,0.681,0.9963214559238897,1.0056567994157835,0.2,0.1,0.9
householdIncome,1.0391322020875653,0.134,0.9882363942824206,1.0927317223187312,0.2,0.1,0.9
alcohol,1.0044627230708667,0.687,0.9829326341983822,1.026476313988703,0.2,0.1,0.9
smoker_Yes,1.0761478120214898,0.405,0.9053024511961214,1.2793322099019038,0.2,0.1,0.9
sex_Male,1.121132970229192,0.192,0.9444014350284534,1.331105420393729,0.2,0.1,0.9
VSDI,0.9747254370930201,0.942,0.4768175016036139,1.987100200613416,0.2,0.1,0.9
CGEI,1.0034106941054266,0.861,0.9659132371386762,1.0423705619983838,0.2,0.1,0.9
age,0.9944817681376047,0.074,0.9884608267888252,1.000529079490584,0.2,0.1,1
AHEIScore,1.0009782172437076,0.681,0.9963222995388744,1.0056577392346862,0.2,0.1,1
householdIncome,1.0391360021084979,0.134,0.988240004365678,1.0927357459084843,0.2,0.1,1
alcohol,1.0044615556166778,0.687,0.9829314432534226,1.0264751666656908,0.2,0.1,1
smoker_Yes,1.0761176107958998,0.406,0.9052775885711035,1.2792954096746703,0.2,0.1,1
sex_Male,1.1211180121045674,0.192,0.9443881035458965,1.3310886350512319,0.2,0.1,1
VSDI,0.9748443689193604,0.943,0.47687186196296694,1.9873712023440706,0.2,0.1,1
CGEI,1.003505587063212,0.856,0.9664038887979838,1.0420385699777768,0.2,0.1,1
age,0.9944504506963046,0.072,0.9884272638486327,1.0004999231876415,0.2,0.2,0.1
AHEIScore,1.0009944664657575,0.676,0.996340981548587,1.005671567870462,0.2,0.2,0.1
householdIncome,1.0386794795398675,0.139,0.9877643316067768,1.0922999913196065,0.2,0.2,0.1
alcohol,1.0044601948914593,0.687,0.9829306571635507,1.026473312336695,0.2,0.2,0.1
smoker_Yes,1.075221529716244,0.411,0.9045608873656822,1.2781742878084172,0.2,0.2,0.1
sex_Male,1.121070713285683,0.192,0.9443577822186295,1.3310188538374284,0.2,0.2,0.1
VSDI,0.9727510927824945,0.938,0.4759872439489508,1.982251159030262,0.2,0.2,0.1
CGEI,1.0126893119413214,0.668,0.9559258094366362,1.0728701221768837,0.2,0.2,0.1
age,0.9944592072296016,0.073,0.9884368514969896,1.0005078789404216,0.2,0.2,0.2
AHEIScore,1.000998688080574,0.675,0.996343769148312,1.0056772531149696,0.2,0.2,0.2
householdIncome,1.0388584715711513,0.137,0.9879573420390474,1.0924636427183128,0.2,0.2,0.2
alcohol,1.0044483617982187,0.688,0.9829186333987711,1.0264615973215818,0.2,0.2,0.2
smoker_Yes,1.0751783023941572,0.411,0.9044922713170993,1.2781682324372214,0.2,0.2,0.2
sex_Male,1.1209361318786695,0.192,0.9442388760297877,1.33086632538439,0.2,0.2,0.2
VSDI,0.9746441238947714,0.942,0.4769302506899784,1.986284669624745,0.2,0.2,0.2
